x,y,z,type,volume,cycle entry,custom:GFP,custom:sample
-360,-150,0,PSM
-360,-135,0,PSM
-360,-120,0,PSM
-360,-105,0,PSM
-360,-90,0,PSM
-360,-75,0,PSM
-360,-60,0,PSM
-360,-45,0,PSM
-345,-150,0,PSM
-345,-135,0,PSM
-345,-120,0,PSM
-345,-105,0,PSM
-345,-90,0,PSM
-345,-75,0,PSM
-345,-60,0,PSM
-345,-45,0,PSM
-330,-150,0,PSM
-330,-135,0,PSM
-330,-120,0,PSM
-330,-105,0,PSM
-330,-90,0,PSM
-330,-75,0,PSM
-330,-60,0,PSM
-330,-45,0,PSM
-315,-150,0,PSM
-315,-135,0,PSM
-315,-120,0,PSM
-315,-105,0,PSM
-315,-90,0,PSM
-315,-75,0,PSM
-315,-60,0,PSM
-315,-45,0,PSM
-300,-150,0,PSM
-300,-135,0,PSM
-300,-120,0,PSM
-300,-105,0,PSM
-300,-90,0,PSM
-300,-75,0,PSM
-300,-60,0,PSM
-300,-45,0,PSM
-285,-150,0,PSM
-285,-135,0,PSM
-285,-120,0,PSM
-285,-105,0,PSM
-285,-90,0,PSM
-285,-75,0,PSM
-285,-60,0,PSM
-285,-45,0,PSM
-270,-150,0,PSM
-270,-135,0,PSM
-270,-120,0,PSM
-270,-105,0,PSM
-270,-90,0,PSM
-270,-75,0,PSM
-270,-60,0,PSM
-270,-45,0,PSM
-255,-150,0,PSM
-255,-135,0,PSM
-255,-120,0,PSM
-255,-105,0,PSM
-255,-90,0,PSM
-255,-75,0,PSM
-255,-60,0,PSM
-255,-45,0,PSM
-240,-150,0,PSM
-240,-135,0,PSM
-240,-120,0,PSM
-240,-105,0,PSM
-240,-90,0,PSM
-240,-75,0,PSM
-240,-60,0,PSM
-240,-45,0,PSM
-225,-150,0,PSM
-225,-135,0,PSM
-225,-120,0,PSM
-225,-105,0,PSM
-225,-90,0,PSM
-225,-75,0,PSM
-225,-60,0,PSM
-225,-45,0,PSM
-210,-150,0,PSM
-210,-135,0,PSM
-210,-120,0,PSM
-210,-105,0,PSM
-210,-90,0,PSM
-210,-75,0,PSM
-210,-60,0,PSM
-210,-45,0,PSM
-195,-150,0,PSM
-195,-135,0,PSM
-195,-120,0,PSM
-195,-105,0,PSM
-195,-90,0,PSM
-195,-75,0,PSM
-195,-60,0,PSM
-195,-45,0,PSM
-180,-150,0,PSM
-180,-135,0,PSM
-180,-120,0,PSM
-180,-105,0,PSM
-180,-90,0,PSM
-180,-75,0,PSM
-180,-60,0,PSM
-180,-45,0,PSM
-165,-150,0,PSM
-165,-135,0,PSM
-165,-120,0,PSM
-165,-105,0,PSM
-165,-90,0,PSM
-165,-75,0,PSM
-165,-60,0,PSM
-165,-45,0,PSM
-150,-150,0,PSM
-150,-135,0,PSM
-150,-120,0,PSM
-150,-105,0,PSM
-150,-90,0,PSM
-150,-75,0,PSM
-150,-60,0,PSM
-150,-45,0,PSM
-135,-150,0,PSM
-135,-135,0,PSM
-135,-120,0,PSM
-135,-105,0,PSM
-135,-90,0,PSM
-135,-75,0,PSM
-135,-60,0,PSM
-135,-45,0,PSM
-120,-150,0,PSM
-120,-135,0,PSM
-120,-120,0,PSM
-120,-105,0,PSM
-120,-90,0,PSM
-120,-75,0,PSM
-120,-60,0,PSM
-120,-45,0,PSM
-105,-150,0,PSM
-105,-135,0,PSM
-105,-120,0,PSM
-105,-105,0,PSM
-105,-90,0,PSM
-105,-75,0,PSM
-105,-60,0,PSM
-105,-45,0,PSM
-90,-150,0,PSM
-90,-135,0,PSM
-90,-120,0,PSM
-90,-105,0,PSM
-90,-90,0,PSM
-90,-75,0,PSM
-90,-60,0,PSM
-90,-45,0,PSM
-360,30,0,PSM
-360,45,0,PSM
-360,59.99999999999997,0,PSM
-360,75,0,PSM
-360,90,0,PSM
-360,105,0,PSM
-360,120,0,PSM
-360,135,0,PSM
-345,30,0,PSM
-345,45,0,PSM
-345,59.99999999999997,0,PSM
-345,75,0,PSM
-345,90,0,PSM
-345,105,0,PSM
-345,120,0,PSM
-345,135,0,PSM
-330,30,0,PSM
-330,45,0,PSM
-330,59.99999999999997,0,PSM
-330,75,0,PSM
-330,90,0,PSM
-330,105,0,PSM
-330,120,0,PSM
-330,135,0,PSM
-315,30,0,PSM
-315,45,0,PSM
-315,59.99999999999997,0,PSM
-315,75,0,PSM
-315,90,0,PSM
-315,105,0,PSM
-315,120,0,PSM
-315,135,0,PSM
-300,30,0,PSM
-300,45,0,PSM
-300,59.99999999999997,0,PSM
-300,75,0,PSM
-300,90,0,PSM
-300,105,0,PSM
-300,120,0,PSM
-300,135,0,PSM
-285,30,0,PSM
-285,45,0,PSM
-285,59.99999999999997,0,PSM
-285,75,0,PSM
-285,90,0,PSM
-285,105,0,PSM
-285,120,0,PSM
-285,135,0,PSM
-270,30,0,PSM
-270,45,0,PSM
-270,59.99999999999997,0,PSM
-270,75,0,PSM
-270,90,0,PSM
-270,105,0,PSM
-270,120,0,PSM
